2,59867,10,1556966041
2,62372,10,1556966041
2,63518,10,1556966041
2,63787,10,1556966041
2,64269,10,1556966041
1,59867,9,1556966042
1,63518,11,1556966042
1,62372,-4.978365714285714,1558152261.8955684
1,62372,-4.978365714285714,1558152544.7203813
1,62372,-4.978365714285714,1558152639.709397
1,62372,-8.978365714285715,1558152768.1438107
1,375180,2.0085828571428572,1558153742.787938
1,63787,2.1491942857142856,1558157591.3199172
1,63787,-1.8508057142857144,1558157608.2450254
1,178895,2.00696,1558157614.1213667
1,178895,3.00696,1558157711.9966128
1,64269,3.0116742857142857,1558383675.5070908
1,64634,4.26544,1558418269.9616952
1,64634,5.26544,1558418271.83041
1,115569,-0.8161257142857143,1558429752.6070187
1,115569,2.183874285714286,1558429772.8098946
1,115569,2.183874285714286,1558429793.502034
1,385973,1.03876,1558431283.5406623
1,385973,1.03876,1558433988.979304
1,385973,1.03876,1558434210.5845723
1,385973,1.03876,1558434233.7292047
1,385973,1.03876,1558434356.2066715
1,385973,1.03876,1558434667.6460679
1,385973,1.03876,1558435598.9695697
